laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,Storage
586,Razer,Razer Gaming 586,Gaming,15.8,"15.8"" 1920x1080",Intel Core i5,8,32GB,Intel Iris Xe Graphics,Linux,3.26,970,No,No,SSD
587,Dell,Dell 2 in 1 Convertible 587,Ultrabook,11.2,"11.2"" 2560x1440",AMD Ryzen 9,8,4GB,NVIDIA GeForce GTX 1660,Windows 11,1.1,1106,Yes,Yes,Hybrid
588,Lenovo,Lenovo Ultrabook 588,Ultrabook,12.4,"12.4"" 1366x768",Intel Core i5,32,256GB,AMD Radeon RX 6800M,Windows 10,1.41,1488,Yes,No,Hybrid
589,Acer,Acer 2 in 1 Convertible 589,Gaming,17.2,"17.2"" 1920x1080",AMD Ryzen 9,16,128GB,AMD Radeon RX 6600M,Windows 10,2.78,1688,No,No,HDD
590,MSI,MSI 2 in 1 Convertible 590,Netbook,16.0,"16.0"" 1920x1080",AMD Ryzen 5,4,256GB,AMD Radeon RX 6800M,Linux,2.8,609,Yes,No,HDD
591,Dell,Dell Netbook 591,Netbook,12.2,"12.2"" 2560x1440",Intel Core i9,8,512GB,NVIDIA GeForce RTX 3060,Chrome OS,1.48,793,No,No,SSD
592,Apple,Apple Gaming 592,Gaming,15.6,"15.6"" 3840x2160",AMD Ryzen 9,8,4GB,NVIDIA GeForce GTX 1660,macOS,2.08,1654,No,Yes,SSD
593,Razer,Razer Workstation 593,Netbook,12.1,"12.1"" 1920x1080",Intel Core i9,32,4GB,Intel Iris Xe Graphics,Chrome OS,2.03,1212,Yes,Yes,Hybrid
594,Asus,Asus Netbook 594,2 in 1 Convertible,14.5,"14.5"" 1920x1080",AMD Ryzen 5,4,512GB,NVIDIA GeForce GTX 1650,Windows 11,2.52,424,Yes,No,HDD
595,Razer,Razer Gaming 595,Gaming,16.9,"16.9"" 3840x2160",Intel Core i9,32,512GB,AMD Radeon RX 6700M,Windows 10,3.04,3214,No,Yes,HDD
596,Huawei,Huawei Workstation 596,Netbook,13.2,"13.2"" 1366x768",AMD Ryzen 3,16,128GB,NVIDIA GeForce RTX 3080,Chrome OS,2.69,474,No,No,SSD
597,MSI,MSI Netbook 597,Ultrabook,12.3,"12.3"" 1920x1080",AMD Ryzen 3,8,256GB,AMD Radeon RX 6600M,Chrome OS,0.83,817,No,Yes,HDD
598,Samsung,Samsung Workstation 598,2 in 1 Convertible,14.4,"14.4"" 2560x1440",AMD Ryzen 7,32,128GB,NVIDIA GeForce RTX 3060,Windows 10,2.97,2064,Yes,Yes,Hybrid
599,Lenovo,Lenovo Netbook 599,Ultrabook,12.1,"12.1"" 2560x1440",AMD Ryzen 9,4,512GB,NVIDIA GeForce RTX 3070,Windows 10,1.21,1481,Yes,No,HDD
600,Microsoft,Microsoft 2 in 1 Convertible 600,Ultrabook,11.8,"11.8"" 1920x1080",Intel Core i7,32,2TB,AMD Radeon RX 6600M,Chrome OS,1.29,2065,No,No,HDD
601,Dell,Dell Netbook 601,2 in 1 Convertible,13.0,"13.0"" 2560x1440",Intel Core i9,32,16GB,AMD Radeon RX 6700M,Chrome OS,1.27,2475,Yes,Yes,SSD
602,Acer,Acer Workstation 602,Notebook,13.8,"13.8"" 1366x768",Intel Core i9,16,32GB,AMD Radeon RX 5500M,Windows 11,1.86,760,No,No,HDD
603,Acer,Acer Netbook 603,Gaming,16.9,"16.9"" 2560x1440",Intel Core i3,16,2TB,AMD Radeon RX 5500M,Chrome OS,2.92,645,Yes,Yes,HDD
604,HP,HP Workstation 604,Notebook,16.8,"16.8"" 3840x2160",Intel Core i3,8,16GB,NVIDIA GeForce RTX 3050,Linux,2.98,587,Yes,No,HDD
605,Apple,Apple Gaming 605,2 in 1 Convertible,15.2,"15.2"" 1920x1080",AMD Ryzen 9,16,1TB,NVIDIA GeForce RTX 3070,macOS,1.63,3285,Yes,No,SSD
606,Razer,Razer 2 in 1 Convertible 606,Notebook,15.4,"15.4"" 3840x2160",Intel Core i7,16,128GB,AMD Radeon RX 5500M,Windows 10,2.06,1226,Yes,Yes,Hybrid
607,Lenovo,Lenovo 2 in 1 Convertible 607,Gaming,17.2,"17.2"" 2560x1440",AMD Ryzen 5,32,32GB,NVIDIA GeForce RTX 3070,Windows 10,3.76,2065,No,No,HDD
608,Samsung,Samsung Ultrabook 608,Gaming,15.0,"15.0"" 3840x2160",AMD Ryzen 7,16,32GB,NVIDIA GeForce GTX 1660,Chrome OS,2.7,1375,No,Yes,HDD
609,MSI,MSI Ultrabook 609,Ultrabook,11.2,"11.2"" 1920x1080",AMD Ryzen 3,32,64GB,NVIDIA GeForce RTX 3070,Linux,1.22,1462,Yes,No,SSD
610,Dell,Dell Netbook 610,2 in 1 Convertible,13.6,"13.6"" 1366x768",AMD Ryzen 7,8,16GB,NVIDIA GeForce GTX 1650,Linux,1.39,709,Yes,No,HDD
611,Huawei,Huawei Ultrabook 611,2 in 1 Convertible,13.8,"13.8"" 1920x1080",AMD Ryzen 5,16,16GB,AMD Radeon RX 6700M,Chrome OS,1.12,673,Yes,Yes,Hybrid
612,Lenovo,Lenovo Netbook 612,Ultrabook,11.6,"11.6"" 1366x768",Intel Core i7,8,256GB,AMD Radeon RX 6800M,Windows 11,1.33,1243,Yes,Yes,SSD
613,Asus,Asus Gaming 613,Notebook,13.7,"13.7"" 1366x768",Intel Core i9,4,8GB,NVIDIA GeForce RTX 3060,macOS,2.57,1020,Yes,Yes,HDD
614,Huawei,Huawei Workstation 614,Netbook,16.1,"16.1"" 2560x1440",Intel Core i7,16,2TB,AMD Radeon RX 6800M,macOS,1.13,560,No,Yes,SSD
615,MSI,MSI Ultrabook 615,2 in 1 Convertible,13.6,"13.6"" 2560x1440",AMD Ryzen 5,16,2TB,NVIDIA GeForce RTX 3070,macOS,1.53,1866,Yes,Yes,SSD
616,HP,HP Ultrabook 616,Netbook,15.2,"15.2"" 1920x1080",AMD Ryzen 5,32,2TB,NVIDIA GeForce RTX 3070,Chrome OS,2.82,1104,No,No,SSD
617,Apple,Apple Gaming 617,Ultrabook,11.2,"11.2"" 1366x768",Intel Core i7,16,512GB,NVIDIA GeForce RTX 3080,macOS,1.41,3792,Yes,Yes,Hybrid
618,LG,LG Gaming 618,Netbook,11.5,"11.5"" 1920x1080",AMD Ryzen 7,32,128GB,NVIDIA GeForce RTX 3060,Chrome OS,1.81,958,No,No,Hybrid
619,MSI,MSI Gaming 619,2 in 1 Convertible,13.2,"13.2"" 2560x1440",Intel Core i5,4,256GB,NVIDIA GeForce GTX 1650,macOS,2.09,533,Yes,No,HDD
620,LG,LG Netbook 620,Netbook,11.3,"11.3"" 1366x768",Intel Core i9,16,512GB,NVIDIA GeForce RTX 3070,Chrome OS,1.22,1390,Yes,Yes,Hybrid
621,Samsung,Samsung Ultrabook 621,Notebook,14.9,"14.9"" 1366x768",Intel Core i3,16,16GB,Intel Iris Xe Graphics,Windows 11,2.43,393,No,No,SSD
622,Apple,Apple Gaming 622,2 in 1 Convertible,15.5,"15.5"" 3840x2160",Intel Core i9,32,128GB,NVIDIA GeForce RTX 3070,macOS,1.1,4442,Yes,No,HDD
623,HP,HP Netbook 623,Workstation,14.0,"14.0"" 2560x1440",Intel Core i9,64,64GB,AMD Radeon RX 6800M,Chrome OS,2.5,4253,Yes,No,HDD
624,Asus,Asus 2 in 1 Convertible 624,Notebook,15.2,"15.2"" 3840x2160",Intel Core i3,8,2TB,NVIDIA GeForce RTX 3060,Windows 11,1.41,451,No,No,SSD
625,Samsung,Samsung Workstation 625,Workstation,16.4,"16.4"" 3840x2160",Intel Core i3,128,32GB,NVIDIA GeForce GTX 1660,Windows 10,2.94,1602,Yes,Yes,HDD
626,MSI,MSI Ultrabook 626,Gaming,15.7,"15.7"" 3840x2160",Intel Core i3,8,128GB,NVIDIA GeForce RTX 3060,Windows 11,2.53,1016,No,Yes,HDD
627,Asus,Asus Gaming 627,Workstation,16.5,"16.5"" 1920x1080",AMD Ryzen 5,16,512GB,NVIDIA GeForce GTX 1650,macOS,2.2,783,Yes,No,HDD
628,Asus,Asus Gaming 628,2 in 1 Convertible,12.4,"12.4"" 1920x1080",Intel Core i5,32,8GB,NVIDIA GeForce GTX 1660,Windows 10,2.33,1075,Yes,Yes,HDD
629,Dell,Dell Gaming 629,Ultrabook,13.1,"13.1"" 1366x768",AMD Ryzen 5,32,128GB,AMD Radeon RX 6600M,Windows 11,1.22,1283,Yes,Yes,Hybrid
630,Samsung,Samsung 2 in 1 Convertible 630,Ultrabook,11.0,"11.0"" 1920x1080",Intel Core i5,8,4GB,NVIDIA GeForce GTX 1660,macOS,1.49,875,Yes,Yes,Hybrid
631,MSI,MSI Notebook 631,Gaming,15.8,"15.8"" 3840x2160",Intel Core i7,8,64GB,NVIDIA GeForce RTX 3050,Chrome OS,2.8,1254,Yes,No,SSD
632,Samsung,Samsung Netbook 632,2 in 1 Convertible,12.7,"12.7"" 2560x1440",AMD Ryzen 9,4,2TB,AMD Radeon RX 5500M,Windows 11,2.91,759,Yes,Yes,Hybrid
633,Acer,Acer Ultrabook 633,Netbook,11.6,"11.6"" 1920x1080",Intel Core i3,4,512GB,NVIDIA GeForce GTX 1650,Linux,2.62,207,Yes,No,HDD
634,Acer,Acer Gaming 634,Gaming,16.0,"16.0"" 1920x1080",Intel Core i9,16,256GB,NVIDIA GeForce RTX 3080,Windows 10,2.99,2981,No,No,Hybrid
635,LG,LG Ultrabook 635,Gaming,17.2,"17.2"" 2560x1440",Intel Core i9,8,32GB,AMD Radeon RX 6800M,macOS,2.89,1622,Yes,No,Hybrid
636,Razer,Razer Netbook 636,Notebook,12.0,"12.0"" 1920x1080",Intel Core i5,32,8GB,NVIDIA GeForce RTX 3060,Linux,2.36,2071,No,No,Hybrid
637,HP,HP Ultrabook 637,Netbook,14.5,"14.5"" 1366x768",AMD Ryzen 3,8,32GB,NVIDIA GeForce GTX 1660,Windows 10,1.33,346,No,Yes,Hybrid
638,MSI,MSI Ultrabook 638,Netbook,11.4,"11.4"" 2560x1440",Intel Core i3,4,2TB,NVIDIA GeForce RTX 3050,Windows 10,2.8,410,No,Yes,Hybrid
639,Dell,Dell Workstation 639,Workstation,11.6,"11.6"" 1920x1080",AMD Ryzen 3,64,16GB,NVIDIA GeForce GTX 1660,Linux,2.68,1053,Yes,Yes,HDD
640,Acer,Acer Gaming 640,2 in 1 Convertible,12.7,"12.7"" 2560x1440",Intel Core i9,8,4GB,NVIDIA GeForce GTX 1660,Linux,1.3,834,Yes,No,SSD
641,HP,HP Notebook 641,Gaming,17.1,"17.1"" 2560x1440",AMD Ryzen 5,8,4GB,NVIDIA GeForce GTX 1650,Windows 10,2.91,625,No,No,SSD
642,Acer,Acer Netbook 642,Ultrabook,12.2,"12.2"" 1366x768",AMD Ryzen 9,32,1TB,AMD Radeon RX 6600M,macOS,1.06,1237,Yes,No,HDD
643,Apple,Apple Notebook 643,Ultrabook,11.8,"11.8"" 1366x768",Intel Core i7,8,256GB,AMD Radeon RX 6700M,macOS,1.19,1888,No,Yes,HDD
644,MSI,MSI Netbook 644,Notebook,17.1,"17.1"" 3840x2160",AMD Ryzen 3,16,128GB,AMD Radeon RX 6800M,Windows 11,1.73,790,Yes,No,Hybrid
645,Lenovo,Lenovo Netbook 645,Workstation,11.8,"11.8"" 2560x1440",AMD Ryzen 3,128,512GB,AMD Radeon RX 6700M,Windows 10,1.21,1937,Yes,Yes,HDD
646,Samsung,Samsung 2 in 1 Convertible 646,Netbook,12.5,"12.5"" 2560x1440",Intel Core i5,8,4GB,Intel Iris Xe Graphics,Windows 11,1.46,322,Yes,Yes,Hybrid
647,Lenovo,Lenovo Workstation 647,Notebook,16.5,"16.5"" 2560x1440",Intel Core i7,4,8GB,NVIDIA GeForce RTX 3070,Windows 11,2.74,758,No,Yes,SSD
648,Samsung,Samsung Notebook 648,Ultrabook,13.7,"13.7"" 1366x768",Intel Core i5,32,1TB,NVIDIA GeForce RTX 3060,Linux,1.05,1561,No,No,HDD
649,Microsoft,Microsoft Workstation 649,Ultrabook,11.4,"11.4"" 2560x1440",Intel Core i3,32,64GB,NVIDIA GeForce GTX 1660,Windows 10,0.96,1088,No,No,Hybrid
650,Apple,Apple Workstation 650,Workstation,17.0,"17.0"" 3840x2160",Intel Core i7,64,4GB,Intel HD Graphics,macOS,1.86,1686,Yes,Yes,Hybrid
651,Asus,Asus Workstation 651,Ultrabook,11.5,"11.5"" 2560x1440",AMD Ryzen 9,4,512GB,AMD Radeon RX 6700M,Windows 10,1.12,1019,No,Yes,HDD
652,Dell,Dell 2 in 1 Convertible 652,Ultrabook,13.2,"13.2"" 1920x1080",AMD Ryzen 7,32,32GB,NVIDIA GeForce RTX 3060,Linux,0.95,1917,No,No,HDD
653,Lenovo,Lenovo 2 in 1 Convertible 653,Netbook,16.6,"16.6"" 3840x2160",AMD Ryzen 7,4,2TB,AMD Radeon RX 6800M,Chrome OS,1.58,563,No,No,Hybrid
654,Asus,Asus Notebook 654,Netbook,11.4,"11.4"" 1366x768",AMD Ryzen 9,16,32GB,Intel HD Graphics,macOS,1.6,377,No,No,Hybrid
655,HP,HP Workstation 655,Workstation,16.4,"16.4"" 1920x1080",Intel Core i7,16,1TB,AMD Radeon RX 5500M,Linux,1.51,1001,No,No,HDD
656,MSI,MSI 2 in 1 Convertible 656,Workstation,14.8,"14.8"" 1920x1080",AMD Ryzen 7,128,64GB,Intel HD Graphics,Chrome OS,1.37,1650,No,No,Hybrid
657,Asus,Asus Netbook 657,Netbook,12.6,"12.6"" 2560x1440",Intel Core i9,8,1TB,AMD Radeon RX 6700M,Chrome OS,1.64,672,No,Yes,HDD
658,Lenovo,Lenovo Netbook 658,Notebook,11.4,"11.4"" 1920x1080",Intel Core i9,8,4GB,AMD Radeon RX 6600M,Windows 11,1.11,1118,No,No,HDD
659,MSI,MSI Gaming 659,Notebook,12.1,"12.1"" 1366x768",AMD Ryzen 9,8,1TB,NVIDIA GeForce RTX 3050,Chrome OS,2.32,1043,No,No,HDD
660,Apple,Apple Ultrabook 660,Gaming,16.4,"16.4"" 1920x1080",Intel Core i9,64,16GB,NVIDIA GeForce RTX 3080,macOS,2.76,5000,No,No,SSD
661,LG,LG Netbook 661,Ultrabook,13.7,"13.7"" 1920x1080",Intel Core i5,16,512GB,Intel HD Graphics,macOS,1.41,688,No,No,SSD
662,MSI,MSI Notebook 662,Workstation,16.4,"16.4"" 3840x2160",Intel Core i3,64,128GB,NVIDIA GeForce GTX 1650,Windows 11,1.97,1264,Yes,No,SSD
663,LG,LG Gaming 663,Gaming,15.1,"15.1"" 3840x2160",Intel Core i5,32,32GB,AMD Radeon RX 6600M,macOS,3.35,1547,Yes,Yes,Hybrid
664,Apple,Apple Netbook 664,Ultrabook,12.0,"12.0"" 1920x1080",AMD Ryzen 7,32,1TB,NVIDIA GeForce GTX 1650,macOS,1.09,2255,No,No,SSD
665,Huawei,Huawei Ultrabook 665,Notebook,11.0,"11.0"" 1366x768",Intel Core i7,16,16GB,NVIDIA GeForce RTX 3070,macOS,2.66,1034,No,Yes,SSD
666,HP,HP Ultrabook 666,Notebook,14.1,"14.1"" 1920x1080",AMD Ryzen 9,16,4GB,NVIDIA GeForce GTX 1660,Windows 11,1.27,1259,No,Yes,Hybrid
667,Acer,Acer Gaming 667,Notebook,15.1,"15.1"" 1920x1080",Intel Core i9,16,32GB,NVIDIA GeForce GTX 1660,Chrome OS,1.09,830,No,Yes,HDD
668,Asus,Asus Workstation 668,Gaming,15.2,"15.2"" 2560x1440",Intel Core i7,64,64GB,NVIDIA GeForce RTX 3070,Linux,2.04,2839,Yes,Yes,HDD
669,Acer,Acer 2 in 1 Convertible 669,Notebook,14.3,"14.3"" 2560x1440",AMD Ryzen 7,8,512GB,Intel HD Graphics,Windows 11,1.2,380,Yes,Yes,Hybrid
670,MSI,MSI 2 in 1 Convertible 670,Gaming,16.4,"16.4"" 1920x1080",Intel Core i3,16,128GB,Intel Iris Xe Graphics,Windows 11,2.34,613,Yes,No,HDD
671,Lenovo,Lenovo Ultrabook 671,Gaming,16.6,"16.6"" 1920x1080",AMD Ryzen 5,32,16GB,AMD Radeon RX 5500M,Chrome OS,3.25,1114,Yes,No,Hybrid
672,Apple,Apple Netbook 672,Ultrabook,12.1,"12.1"" 1920x1080",Intel Core i5,16,16GB,AMD Radeon RX 6700M,macOS,1.19,2226,Yes,Yes,Hybrid
673,Acer,Acer Workstation 673,2 in 1 Convertible,14.2,"14.2"" 1920x1080",AMD Ryzen 3,16,32GB,AMD Radeon RX 6600M,Chrome OS,1.33,535,Yes,Yes,SSD
674,Samsung,Samsung Netbook 674,Netbook,16.6,"16.6"" 2560x1440",Intel Core i3,4,1TB,AMD Radeon RX 6700M,macOS,1.52,339,Yes,No,SSD
675,Acer,Acer 2 in 1 Convertible 675,Gaming,15.3,"15.3"" 2560x1440",AMD Ryzen 7,64,256GB,Intel Iris Xe Graphics,Windows 10,3.32,1183,No,Yes,SSD
676,Dell,Dell Gaming 676,Ultrabook,12.1,"12.1"" 2560x1440",AMD Ryzen 7,4,64GB,NVIDIA GeForce RTX 3060,Windows 10,1.49,1148,No,No,HDD
677,Microsoft,Microsoft Netbook 677,Netbook,15.4,"15.4"" 1920x1080",Intel Core i5,4,2TB,NVIDIA GeForce RTX 3070,Chrome OS,2.76,628,No,No,HDD
678,Microsoft,Microsoft Netbook 678,Ultrabook,13.6,"13.6"" 2560x1440",AMD Ryzen 7,8,256GB,NVIDIA GeForce GTX 1650,Chrome OS,1.33,1122,Yes,Yes,SSD
679,Acer,Acer Gaming 679,Netbook,11.5,"11.5"" 1920x1080",AMD Ryzen 9,8,128GB,AMD Radeon RX 6600M,Chrome OS,1.57,412,Yes,Yes,SSD
680,MSI,MSI Netbook 680,Netbook,12.0,"12.0"" 1920x1080",AMD Ryzen 9,32,8GB,AMD Radeon RX 6600M,macOS,2.41,1274,No,No,HDD
681,Huawei,Huawei Netbook 681,Ultrabook,13.6,"13.6"" 2560x1440",Intel Core i7,8,32GB,Intel Iris Xe Graphics,Windows 10,0.87,487,Yes,Yes,Hybrid
682,Huawei,Huawei 2 in 1 Convertible 682,2 in 1 Convertible,14.1,"14.1"" 2560x1440",AMD Ryzen 3,4,8GB,AMD Radeon RX 6600M,macOS,2.64,356,Yes,Yes,Hybrid
683,Microsoft,Microsoft 2 in 1 Convertible 683,Ultrabook,13.4,"13.4"" 2560x1440",Intel Core i7,4,64GB,AMD Radeon RX 5500M,Linux,0.92,680,Yes,No,SSD
684,Lenovo,Lenovo Gaming 684,2 in 1 Convertible,13.0,"13.0"" 1366x768",Intel Core i5,8,128GB,AMD Radeon RX 6700M,macOS,1.47,949,Yes,Yes,SSD
685,LG,LG 2 in 1 Convertible 685,Netbook,15.7,"15.7"" 2560x1440",Intel Core i3,32,32GB,Intel Iris Xe Graphics,Windows 11,1.79,394,Yes,Yes,Hybrid
686,Huawei,Huawei Gaming 686,2 in 1 Convertible,14.4,"14.4"" 1366x768",Intel Core i9,32,32GB,Intel Iris Xe Graphics,macOS,1.47,1053,Yes,Yes,HDD
687,Asus,Asus Ultrabook 687,Netbook,15.6,"15.6"" 2560x1440",Intel Core i3,4,256GB,NVIDIA GeForce RTX 3080,Linux,1.62,459,No,No,HDD
688,LG,LG Gaming 688,Notebook,12.8,"12.8"" 2560x1440",AMD Ryzen 5,32,128GB,AMD Radeon RX 6700M,Windows 11,2.43,1076,No,No,Hybrid
689,MSI,MSI Gaming 689,2 in 1 Convertible,12.9,"12.9"" 1920x1080",AMD Ryzen 9,8,2TB,AMD Radeon RX 6600M,Linux,1.11,1139,Yes,Yes,SSD
690,Lenovo,Lenovo Workstation 690,Netbook,11.4,"11.4"" 1920x1080",Intel Core i7,4,4GB,NVIDIA GeForce RTX 3050,Windows 11,1.14,426,Yes,No,Hybrid
691,LG,LG 2 in 1 Convertible 691,2 in 1 Convertible,12.4,"12.4"" 1920x1080",AMD Ryzen 5,8,64GB,NVIDIA GeForce RTX 3080,Windows 11,2.38,1030,Yes,No,SSD
692,Acer,Acer Ultrabook 692,2 in 1 Convertible,13.4,"13.4"" 1366x768",Intel Core i7,32,4GB,NVIDIA GeForce GTX 1660,macOS,2.3,1071,Yes,No,HDD
693,Lenovo,Lenovo Notebook 693,Notebook,13.7,"13.7"" 2560x1440",Intel Core i7,4,64GB,NVIDIA GeForce RTX 3080,Windows 10,2.22,890,Yes,Yes,Hybrid
694,Lenovo,Lenovo Netbook 694,Notebook,15.5,"15.5"" 3840x2160",Intel Core i3,16,128GB,AMD Radeon RX 6700M,Chrome OS,2.63,695,No,Yes,HDD
695,Asus,Asus 2 in 1 Convertible 695,Workstation,16.3,"16.3"" 2560x1440",AMD Ryzen 5,64,256GB,NVIDIA GeForce RTX 3050,macOS,2.93,1784,Yes,Yes,HDD
696,Samsung,Samsung Workstation 696,Ultrabook,13.8,"13.8"" 1920x1080",AMD Ryzen 7,8,512GB,NVIDIA GeForce GTX 1660,Windows 10,1.4,827,No,Yes,SSD
697,Huawei,Huawei Netbook 697,2 in 1 Convertible,13.4,"13.4"" 1920x1080",Intel Core i9,4,64GB,AMD Radeon RX 6700M,Windows 10,2.74,853,Yes,No,Hybrid
698,Razer,Razer Gaming 698,Workstation,12.0,"12.0"" 1366x768",Intel Core i9,32,32GB,Intel HD Graphics,Windows 11,1.04,2010,Yes,Yes,HDD
699,Apple,Apple Gaming 699,Workstation,12.9,"12.9"" 1366x768",AMD Ryzen 9,128,4GB,AMD Radeon RX 6700M,macOS,1.39,4994,No,No,HDD
700,Acer,Acer 2 in 1 Convertible 700,Workstation,16.4,"16.4"" 1920x1080",Intel Core i9,128,128GB,NVIDIA GeForce GTX 1660,Linux,2.45,3154,No,No,Hybrid
701,Huawei,Huawei 2 in 1 Convertible 701,Workstation,12.9,"12.9"" 1920x1080",AMD Ryzen 7,32,4GB,AMD Radeon RX 6600M,Windows 11,1.55,1371,Yes,Yes,Hybrid
702,Huawei,Huawei Notebook 702,2 in 1 Convertible,14.6,"14.6"" 1366x768",Intel Core i5,8,8GB,AMD Radeon RX 6600M,Windows 10,2.37,522,Yes,No,Hybrid
703,MSI,MSI 2 in 1 Convertible 703,2 in 1 Convertible,13.4,"13.4"" 2560x1440",Intel Core i7,32,128GB,NVIDIA GeForce RTX 3070,macOS,2.65,2368,Yes,Yes,HDD
704,Acer,Acer Ultrabook 704,Gaming,15.9,"15.9"" 1920x1080",Intel Core i7,64,128GB,Intel Iris Xe Graphics,Windows 11,2.72,1464,No,No,SSD
705,LG,LG Notebook 705,Netbook,13.3,"13.3"" 1366x768",Intel Core i7,16,64GB,Intel Iris Xe Graphics,Chrome OS,1.67,529,Yes,Yes,Hybrid
706,Samsung,Samsung 2 in 1 Convertible 706,Notebook,16.9,"16.9"" 3840x2160",Intel Core i3,4,8GB,NVIDIA GeForce RTX 3070,Windows 10,1.78,520,No,Yes,HDD
707,Dell,Dell Ultrabook 707,2 in 1 Convertible,14.6,"14.6"" 1920x1080",AMD Ryzen 9,32,16GB,AMD Radeon RX 6800M,Chrome OS,1.05,2676,Yes,No,SSD
708,Asus,Asus Gaming 708,Ultrabook,11.5,"11.5"" 1920x1080",Intel Core i9,8,1TB,AMD Radeon RX 5500M,Windows 11,1.18,701,Yes,Yes,Hybrid
709,Asus,Asus Ultrabook 709,Ultrabook,11.9,"11.9"" 2560x1440",AMD Ryzen 3,4,128GB,NVIDIA GeForce RTX 3070,macOS,1.23,655,No,No,HDD
710,Samsung,Samsung 2 in 1 Convertible 710,Netbook,15.2,"15.2"" 1920x1080",AMD Ryzen 9,32,256GB,Intel HD Graphics,Windows 10,2.57,506,Yes,No,SSD
711,Dell,Dell Workstation 711,2 in 1 Convertible,13.9,"13.9"" 2560x1440",Intel Core i9,8,16GB,NVIDIA GeForce RTX 3080,Linux,1.7,2110,Yes,No,SSD
712,LG,LG 2 in 1 Convertible 712,Notebook,11.4,"11.4"" 1920x1080",AMD Ryzen 7,8,8GB,AMD Radeon RX 6800M,Windows 10,1.42,1067,Yes,No,Hybrid
713,Apple,Apple Gaming 713,Gaming,15.7,"15.7"" 3840x2160",Intel Core i5,8,8GB,NVIDIA GeForce GTX 1650,macOS,3.27,1341,No,No,Hybrid
714,Microsoft,Microsoft Notebook 714,Netbook,14.0,"14.0"" 1366x768",AMD Ryzen 3,4,512GB,Intel HD Graphics,Windows 11,1.38,200,Yes,Yes,Hybrid
715,MSI,MSI Ultrabook 715,Workstation,12.9,"12.9"" 1366x768",Intel Core i3,32,64GB,NVIDIA GeForce RTX 3070,Windows 10,1.11,2263,Yes,No,Hybrid
716,HP,HP Ultrabook 716,Workstation,13.6,"13.6"" 1920x1080",AMD Ryzen 5,128,8GB,NVIDIA GeForce GTX 1660,Windows 10,2.46,1632,Yes,No,Hybrid
717,LG,LG Workstation 717,Workstation,16.3,"16.3"" 2560x1440",AMD Ryzen 7,16,128GB,Intel HD Graphics,Windows 11,2.6,778,Yes,No,SSD
718,Asus,Asus Netbook 718,Gaming,16.2,"16.2"" 3840x2160",Intel Core i7,8,64GB,NVIDIA GeForce RTX 3070,Linux,3.65,1553,Yes,No,HDD
719,MSI,MSI Netbook 719,Netbook,15.9,"15.9"" 1920x1080",AMD Ryzen 3,16,64GB,Intel HD Graphics,Windows 11,1.06,283,Yes,No,SSD
720,MSI,MSI Ultrabook 720,Ultrabook,12.2,"12.2"" 2560x1440",Intel Core i5,32,8GB,AMD Radeon RX 5500M,Chrome OS,0.85,1116,No,No,HDD
721,Acer,Acer Gaming 721,Ultrabook,13.4,"13.4"" 1366x768",Intel Core i5,16,8GB,NVIDIA GeForce RTX 3050,Windows 10,1.31,1025,No,No,Hybrid
722,Razer,Razer Ultrabook 722,Notebook,11.3,"11.3"" 1920x1080",AMD Ryzen 3,4,4GB,NVIDIA GeForce RTX 3070,macOS,1.23,631,Yes,Yes,SSD
723,MSI,MSI 2 in 1 Convertible 723,Netbook,12.3,"12.3"" 2560x1440",AMD Ryzen 7,4,512GB,NVIDIA GeForce RTX 3060,Windows 10,1.77,609,No,No,SSD
724,Lenovo,Lenovo Netbook 724,Gaming,16.7,"16.7"" 3840x2160",AMD Ryzen 9,16,512GB,NVIDIA GeForce RTX 3070,Windows 10,3.01,2374,No,Yes,HDD
725,Lenovo,Lenovo Notebook 725,Netbook,16.1,"16.1"" 2560x1440",AMD Ryzen 5,16,256GB,AMD Radeon RX 6600M,Chrome OS,2.88,468,Yes,No,Hybrid
726,Lenovo,Lenovo Workstation 726,Netbook,17.1,"17.1"" 2560x1440",Intel Core i3,32,4GB,AMD Radeon RX 6800M,Windows 10,1.72,880,Yes,Yes,Hybrid
727,MSI,MSI Notebook 727,Gaming,17.3,"17.3"" 1920x1080",AMD Ryzen 7,16,1TB,NVIDIA GeForce RTX 3050,Windows 10,2.99,1846,No,Yes,SSD
728,HP,HP 2 in 1 Convertible 728,Ultrabook,13.2,"13.2"" 2560x1440",AMD Ryzen 9,8,8GB,AMD Radeon RX 6800M,Windows 11,1.18,1439,Yes,No,Hybrid
729,HP,HP Ultrabook 729,Workstation,12.6,"12.6"" 2560x1440",Intel Core i5,128,32GB,NVIDIA GeForce RTX 3070,Windows 10,1.64,3646,No,Yes,HDD
730,MSI,MSI Ultrabook 730,Ultrabook,12.1,"12.1"" 1366x768",Intel Core i5,16,2TB,AMD Radeon RX 5500M,Windows 11,0.94,840,Yes,No,Hybrid
731,Dell,Dell Ultrabook 731,Gaming,15.6,"15.6"" 2560x1440",AMD Ryzen 9,8,8GB,NVIDIA GeForce RTX 3060,Windows 10,2.01,1451,Yes,No,Hybrid
